,incident_name,incident_date_created,incident_administrative_unit,incident_county,incident_location,incident_acres_burned,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,Max Temperature,Avg Temperature,Min Temperature,Dew Point,Precipitation,Snowdepth,Wind,Gust Wind,Sea Level Pressure,elevation
1392,Bautista Fire,2019-09-15 20:13:05,San Bernardino National Forest,Riverside,"Bautista Road and Tripp Flats, West of Lake Hemet",167,San Bernardino National Forest,-116.801111,33.635,2019-09-22 18:00:00,2019-09-22,2019-09-15,98.86,86.07,72.43,39.54,0.0,0.0,6.03,2.35,29.31,897.17919921875
1395,Lopez Fire,2019-09-21 14:26:00,Los Padres National Forest,San Luis Obispo,"Upper Lopez Canyon Road & Wittenberg Creek Rd, southeast of San Luis Obispo",220,Los Padres National Forest,-120.455883,35.214364,2019-09-27 18:00:00,2019-09-27,2019-09-21,80.86,64.49,54.0,51.08,0.0,0.0,7.54,1.83,29.7,167.8417816162109
1396,Kennedy Fire,2019-09-21 17:22:00,CAL FIRE / Riverside County Fire,Riverside,"Moreno Beach Dr & John F. Kennedy Dr, near Lake Perris",98,CAL FIRE / Riverside County Fire,-117.170588,33.900994,2019-09-22 17:00:00,2019-09-22,2019-09-21,90.57,72.59,62.71,46.35,0.0,0.0,2.8,0.21,28.67,488.9515380859375
1402,Willow Fire,2019-09-25 14:17:25,Unified Command: CAL FIRE San Diego County Fire & Lakeside Fire Protection District ,San Diego,"near 14000 block of Willow Rd, Northeast Lakeside ",52,Lakeside Fire Protection District ,-116.88,32.87833333,2019-09-25 20:00:00,2019-09-25,2019-09-25,75.0,70.51,66.43,64.15,0.01,0.0,5.83,1.58,29.87,140.2845916748047
1405,Chaparral Fire,2019-09-29 21:44:45,CAL FIRE Amador-El Dorado,El Dorado,Chaparral Drive and Latrobe Road in Latrobe,22,Amador Eldorado Unit,-120.965105,38.538467,2019-09-29 21:35:00,2019-09-29,2019-09-29,74.43,58.71,44.43,40.46,0.02,0.0,5.57,0.22,29.93,195.8941192626953
1421,Eagle Fire,2019-10-10 12:08:00,CAL FIRE / Riverside County Fire,Riverside,"Eagle Canyon Rd. and Cajalco Rd., southwest of Corona",9,CAL FIRE / Riverside County Fire,-117.499619,33.827979,2019-10-10 18:11:00,2019-10-10,2019-10-10,87.43,70.8,48.86,32.82,0.0,0.0,6.36,2.94,28.72,255.5287933349609
1422,Reche Fire,2019-10-10 14:18:17,CAL FIRE / Riverside County Fire ,Riverside,"Reche Canyon Rd and Jordan Dr, Moreno Valley",350,CAL FIRE / Riverside County Fire ,-117.207068,33.975405,2019-10-13 07:30:00,2019-10-13,2019-10-10,89.14,66.32,53.0,29.69,0.0,0.0,2.99,0.82,28.7,742.3876953125
1425,Wolf Fire,2019-10-10 18:36:46,CAL FIRE/Riverside County Fire Department,Riverside,"Wolfskill Truck Road near Silver Creek Drive, south of Banning",75,CAL FIRE/Riverside County Fire Department,-116.897333,33.8615,2019-10-12 17:22:00,2019-10-12,2019-10-10,93.14,80.12,67.0,21.54,0.0,0.0,6.42,2.45,29.39,890.7545166015625
1427,Saddle Ridge Fire,2019-10-10 21:02:00,Unified Command: Los Angeles County Fire Department and Los Angeles City Fire Department and Angeles National Forest,Los Angeles,"Saddle Ridge Rd, Sylmar",8799,"Los Angeles City Fire Department,  Cal Fire, LA Emergency Management Department (EMD), LA Department of Recreation and Parks (RAP), LA Department of Water and Power (DWP), SoCal Gas, California Highway Patrol (CHP), LA County Public Health Department, LA City Department of Animal Regulation, American Red Cross, LA Public Works, Southern California Edison, LA County Public Works Flood Control, Los Angeles Department of Transportation and MySafe:LA, Los Angeles County Fire Department , Angeles National Forest",-118.48161,34.32988,2019-10-31 09:10:00,2019-10-31,2019-10-10,83.57,69.64,57.43,35.38,0.0,0.0,4.23,0.0,29.07,485.3314819335938
1432,Johnson Fire ,2019-10-14 15:32:20,Bureau of Indian Affairs,Riverside,Johnson Street and Ave 82,75,Bureau of Indian Affairs,-116.05898,33.45148,2019-10-16 11:53:00,2019-10-16,2019-10-14,91.29,78.4,64.29,34.78,0.0,0.0,5.09,1.24,29.35,-61.94327926635742
1434,Fairmont Fire,2019-10-15 17:41:57,San Diego City Fire Department ,San Diego,"Off Fairmont Avenue and Aldine Drive, Northwest of Talmadge",10,San Diego City Fire Department ,-117.097441,32.762706,2019-10-16 13:50:00,2019-10-16,2019-10-15,74.86,67.56,61.29,58.82,0.0,0.0,4.86,1.13,29.88,73.26817321777344
1435,Real Fire,2019-10-17 16:31:00,Santa Barbara County Fire Department,Santa Barbara,Calle Real & Hwy 101 west of El Capitan ,420,Santa Barbara County Fire,-120.190833,34.484722,2019-10-21 06:00:00,2019-10-21,2019-10-17,75.57,63.95,51.14,48.82,0.0,0.0,5.77,0.49,29.86,188.0663604736328
1439,Palisades Fire,2019-10-21 11:52:52,Los Angeles Fire Department ,Los Angeles,"North Palisades Dr., Pacific Palisades",42,Los Angeles Fire Department ,-118.554091,34.055768,2019-10-31 14:16:00,2019-10-31,2019-10-21,90.29,76.3,65.29,41.8,0.0,0.0,5.74,0.0,29.79,77.37474060058594
1441,Kincade Fire,2019-10-23 21:27:00,CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,"John Kincade Road and Burned Mountain Road, northeast of Geyserville",77758,"Cooperating Agencies: Cooperating Agencies: Geyserville Fire Protection District, Numerous Sonoma County Fire Agencies, CDCR, Cal OES, CHP, CCC, Sonoma County Sheriff’s Department, BIA, BLM, California National Guard.",-122.780053,38.792458,2019-11-06 19:00:00,2019-11-06,2019-10-23,88.14,65.42,47.0,39.81,0.0,0.0,3.98,0.24,29.88,712.8258056640625
1444,Nelson Fire ,2019-10-24 14:43:10,CALFIRE/Butte County Fire ,Butte,Between Durham and Richvale,80,CALFIRE/Butte County Fire ,-121.800538,39.551423,2019-10-24 17:15:00,2019-10-24,2019-10-24,84.0,68.76,52.71,34.93,0.0,0.0,9.03,6.15,29.55,34.05197143554688
1446,Cabrillo Fire,2019-10-24 20:15:36,CAL FIRE San Mateo- Santa Cruz Unit,San Mateo,"Highway 1 and Gazos Creek Rd, south of Pescadero",62,CAL FIRE San Mateo- Santa Cruz Unit,-122.361112,37.166674,2019-10-27 12:11:00,2019-10-27,2019-10-24,81.0,66.83,57.71,46.18,0.0,0.0,6.59,0.0,30.02,9.796660423278809
1447,Mines Fire,2019-10-24 23:16:18,CAL FIRE Santa Clara Unit,Alameda,"Mines Rd and Del Valle Rd, southeast of Livermore",35,CAL FIRE Santa Clara Unit,-121.68598,37.62782,2019-10-27 13:55:00,2019-10-27,2019-10-24,83.86,67.49,54.86,47.29,0.0,0.0,4.2,0.14,29.97,392.0533752441406
1452,Sky Fire ,2019-10-27 11:29:03,"Unified Command: CAL FIRE Santa Clara Unit, Crockett Fire and Contra Costa Fire. ",Contra Costa,"Commings Skyway and I-80, south of Crockett",150,"Santa Clara Unit, Contra Costa Fire",-122.2241,38.03545,2019-10-28 16:30:00,2019-10-28,2019-10-27,70.43,57.85,46.29,26.43,0.0,0.0,6.56,3.45,29.33,110.0850524902344
1453,Glencove Fire ,2019-10-27 11:52:15,Vallejo city fire,Solano,"Glen Cove Pkwy and Lookout Dr, south of Vallejo",140,Vallejo City Fire,-122.22463,38.07205,2019-10-28 16:28:00,2019-10-28,2019-10-27,70.43,57.85,46.29,26.43,0.0,0.0,6.56,3.45,29.33,87.66633605957031
1454,Burris Fire,2019-10-27 14:54:40,CAL FIRE Mendocino Unit,Mendocino,"Potter Valley Road and  Highway 20, east of Calpella in Mendocino County",703,CAL FIRE Mendocino Unit,-123.12887,39.22431,2019-11-03 18:52:00,2019-11-03,2019-10-27,73.57,52.92,34.57,23.11,0.0,0.0,5.35,4.34,29.91,718.0916137695312
1456,Getty Fire ,2019-10-28 06:46:55, Los Angeles Fire Department,Los Angeles,East Sepulveda Blvd and I-405 near Los Angeles City ,745, Los Angeles Fire Department,-118.478717,34.098191,2019-11-05 17:30:00,2019-11-05,2019-10-28,75.86,65.56,56.57,33.87,0.0,0.0,7.0,0.4,29.86,231.3319244384766
1457,Easy Fire,2019-10-30 07:45:14,Ventura County Fire Department,Ventura,"West Easy Street and West Los Angeles Avenue, Simi Valley",1806,"Ventura County Emergency, Ventura County Fire Department",-118.803389,34.282179,2019-11-02 18:57:00,2019-11-02,2019-10-30,75.43,61.92,49.71,20.97,0.0,0.0,4.34,0.53,29.16,217.9882049560547
1458,Hill Fire ,2019-10-30 11:19:00,CAL FIRE Riverside County Fire Department ,Riverside,"Granite Hill and Pyrite Street, in Jurupa Valley ",494,CAL FIRE: Riverside County Fire Department ,-117.4625,34.01778,2019-11-02 18:44:00,2019-11-02,2019-10-30,76.86,62.33,49.14,16.98,0.0,0.0,7.09,5.53,28.97,263.7459106445312
1459,46 Fire,2019-10-31 06:22:34,CAL FIRE Riverside County Fire Department,Riverside,"5300 block of 46th Street, East Jurupa Valley ",328, CAL FIRE Riverside County Fire Department,-117.414111,33.985972,2019-11-03 16:15:00,2019-11-03,2019-10-31,76.86,62.33,49.14,16.98,0.0,0.0,7.09,5.53,28.97,228.0881958007812
1461,Hillside Fire,2019-10-31 06:53:47,San Bernardino County Fire Department/ San Bernardino Nation Forest Service,San Bernardino,"off of W 59th and Hill Dr, in San Bernardino National Forest",200,"San Bernardino County Fire Department , San Bernardino National Forest Service ",-117.285,34.183,2019-11-05 09:03:00,2019-11-05,2019-10-31,77.71,56.61,44.86,13.91,0.0,0.0,3.28,0.32,28.79,496.1497192382812
1462,Maria Fire ,2019-10-31 20:58:28,Ventura County Fire Department ,Ventura,"off of Bradley Road and Solano Verde Dr, Top of South Mt, Santa Paula",9999,"Venture County Fire Department, Cooperating Agencies: Ventura County OES, Ventura County Animal Services, CHP, California Department of Corrections and Rehabilitation, Cal Resources Corporation, So Cal Gas, United Water, So Cal Edison, California Conservation Corps ",-118.997115,34.302212,2019-11-06 18:00:00,2019-11-06,2019-10-31,75.43,61.92,49.71,20.97,0.0,0.0,4.34,0.53,29.16,206.1816101074219
1463,Sobrante Fire ,2019-11-01 13:04:34,CAL FIRE Riverside County Fire Department ,Riverside,"off of La Sierra Ave and Tin Mine Road,  East of Corona ",19,CAL FIRE Riverside County Fire Department ,-117.461363,33.849906,2019-11-01 08:55:00,2019-11-01,2019-11-01,76.86,62.33,49.14,16.98,0.0,0.0,7.09,5.53,28.97,427.8581848144531
1464,Ranch Fire,2019-11-03 14:16:17,CAL FIRE Tehama-Glenn Unit,Tehama,"Colyer Springs Rd and Raglin Ridge Rd, southwest of Red Bluff",2534,"Cooperating Agencies: California Department of Corrections, Tehama County Sheriffs Department, Bureau of Land Management, Tehama County Fire Dept. El Camino Co. 9, Mendocino National Forest, CHP, California Office of Emergency Services, Tehama County Public Works",-122.637837,40.036379,2019-11-14 18:02:00,2019-11-14,2019-11-03,81.57,58.16,39.86,34.91,0.0,0.0,1.22,0.0,29.51,514.0939331054688
1468,Cave Fire (No Longer a CAL FIRE Incident),2019-11-25 19:59:12,Los Padres National Forest,Santa Barbara,Highway 154 and E Camino Cielo near Painted Cave in the Los Padres National Forest,3126,"Santa Barbara County Fire Department, CAL FIRE San Luis Obispo Unit",-119.785,34.5025,2019-12-14 08:22:00,2019-12-14,2019-11-25,61.71,51.37,39.71,38.94,0.17,0.0,5.14,1.09,29.84,766.23876953125
1472,Wood Fire,2020-02-23 17:50:20,Bureau of Land Management,Lassen,"Off Horselake Road and Woodranch Road, East of Susanville",57,Bureau of Land Management,-120.49392,40.62155,2020-02-23 14:45:00,2020-02-23,2020-02-23,63.43,45.38,24.86,15.17,0.0,0.0,5.4,2.73,25.76,1547.974365234375
1473,Baseball Fire,2020-02-25 14:17:21,Mendocino National Forest,"Glenn, Mendocino","Off Atchison Creek, East of Covelo",211,Mendocino National Forest ,-122.94111111,39.75638899,2020-03-03 11:21:00,2020-03-03,2020-02-25,71.71,55.8,40.43,33.8,0.0,0.0,4.47,0.92,29.68,1135.734008789062
1478,Carter Fire ,2020-04-04 20:22:08,Imperial County Fire Departmant,Imperial,"Off Austin Road  and Weaver Road, South of Brawley",275,Imperial County Fire Departmant,-115.5865,32.93432,2020-04-12 13:51:00,2020-04-12,2020-04-04,81.29,64.88,31.29,35.5,0.0,0.0,7.48,1.26,29.93,-22.7713565826416
1481,Byron Fire,2020-04-27 14:59:04,Contra Costa Fire Protection District,Contra Costa,"Byron Highway and Bruns Ave, southeast of Byron",47,Contra Costa Fire Protection District,-121.595225,37.82066,2020-04-27 20:33:00,2020-04-27,2020-04-27,85.43,70.28,56.57,46.81,0.0,0.0,9.87,3.62,29.98,6.721991539001465
1483,Hollister Fire,2020-05-07 08:10:19,Santa Barbara County Fire Department,Santa Barbara,"Hollister Ranch, West of Goleta in Gaviota",156,Santa Barbara County Fire Department,-120.29379,34.47438,2020-05-09 13:50:00,2020-05-09,2020-05-07,78.86,62.02,50.0,47.16,0.0,0.0,8.28,4.23,29.7,16.80245018005371
1484,Candy Fire,2020-05-08 14:46:20,CAL FIRE/Butte County Fire,Butte,"Candy Cane Ln and Apache Hill Rd, west of Palermo",17,CAL FIRE/Butte County Fire,-121.47273,39.42208,2020-05-08 15:21:00,2020-05-08,2020-05-08,87.29,69.66,51.86,41.94,0.0,0.0,7.54,1.19,29.95,172.9420013427734
1485,Gilman Fire,2020-05-18 13:38:14,CAL FIRE / Riverside County Fire ,Riverside,"Gilman Springs Road and Slegers Street, Southeast of Moreno Valley",20,CAL FIRE / Riverside County Fire ,-117.02411399999998,33.861054,2020-05-18 18:11:00,2020-05-18,2020-05-18,82.0,64.58,56.71,46.35,0.0,0.0,4.25,0.68,28.71,473.62060546875
1488,Range Fire,2020-05-27 19:33:55,Department of Defense,San Luis Obispo,Range M22 Camp Roberts Military Reserve,5000,Department of Defense,-120.70524,35.34237,2020-05-28 06:45:00,2020-05-28,2020-05-27,76.71,63.5,53.14,52.43,0.0,0.0,4.46,0.49,29.7,162.9670715332031
1500,Colleen Fire,2020-06-04 19:36:47,Unified Command: CAL FIRE Santa Clara Unit and City of San Jose,Santa Clara,"Colleen Dr, South San Jose",126,City of San Jose,-121.851895,37.229703,2020-06-07 07:42:00,2020-06-07,2020-06-04,82.14,69.42,59.43,50.96,0.0,0.0,7.97,1.32,29.85,172.7558746337891
1503,McGary Fire ,2020-06-05 17:09:00,Cordelia Fire Department,Solano,"McGary Road and Highway 80, Southwest of Cordelia",79,Cordelia Fire Department,-122.15631299999998,38.196893,2020-06-05 15:10:00,2020-06-05,2020-06-05,76.86,66.38,59.29,53.29,0.0,0.0,11.42,1.86,29.92,33.81679534912109
1505,Quail Fire,2020-06-06 16:36:26,CALFIRE Sonoma Lake Napa Unit ,Solano,"Quail Canyon Road and Pleasants Valley Road, Southwest of Winters",1837,"Cooperating Agencies: Vacaville City FD, Vacaville FPD, Montezuma FPD, Vallejo, Suisun City FD, Suisun FPD, Fairfield FP, Dixon FD, CDCR Vacaville, Cordelia FPD, Madison FPD, Winters FD Strike teams from: Contra Costa County, Marin County, San Francisco County",-122.038208,38.470809,2020-06-10 07:48:00,2020-06-10,2020-06-06,88.86,74.2,60.0,52.12,0.0,0.0,8.4,1.74,29.8,86.10303497314453
1510,Grand Fire,2020-06-08 15:45:17,CAL FIRE / Riverside County Fire ,Riverside,"S Main Divide Road near DeCariso Road, West of Lake Elsinore ",27,CAL FIRE / Riverside County Fire ,-117.37581000000002,33.638067,2020-06-09 09:51:00,2020-06-09,2020-06-08,83.71,73.69,64.0,46.17,0.0,0.0,6.25,1.9,29.19,781.6976318359375
1512,Sierra Fire,2020-06-08 17:46:04,Corona Fire Department,Riverside, La Sierra Avenue and Cajalco Road,100,Corona Fire Department,-117.46036,33.82925,2020-06-09 18:45:00,2020-06-09,2020-06-08,89.71,75.45,60.86,35.82,0.0,0.0,8.51,4.73,28.94,421.6214599609375
1515,Vineyard Fire ,2020-06-09 15:22:55,CAL FIRE Mendocino Unit ,Mendocino,"Highway 128 and Elkhorn Road, South of Yorkville",151,"Cooperating Agencies: CAL FIRE, Anderson Valley Fire Department and Hopland Fire Protection District",-123.21318,38.89695,2020-06-10 18:57:00,2020-06-10,2020-06-09,80.43,65.19,50.57,46.92,0.0,0.0,6.5,2.92,29.9,285.6553649902344
1517,Elizabeth Fire,2020-06-10 13:11:26,Ventura County Fire Department,Ventura,"Elizabeth and Foothill Rd, north of Ventura   ",289,Ventura County Fire Department,-119.17808,34.29475,2020-06-12 07:53:00,2020-06-12,2020-06-10,81.0,68.39,57.0,46.83,0.0,0.0,7.42,2.31,29.94,117.1639404296875
1519,Lime Fire,2020-06-10 18:30:38,"Unified Command: CAL FIRE, Ventura County Fire Department and Las Padres National Forrest",Ventura,"Lime Canyon Rd and Piru Canyon Rd, west of Lake Piru     ",803,Ventura County Fire Department,-118.77347,34.46182,2020-06-17 13:42:00,2020-06-17,2020-06-10,86.0,74.29,61.57,36.44,0.0,0.0,7.39,2.69,29.14,504.493896484375
1523,Grant Fire,2020-06-12 12:41:17,CAL FIRE Amador-El Dorado Unit,Sacramento,Grantline Road and Keifer Blvd,5042,"Sac Metro, Folsom FD, Cosumnes FD, USFS, Rescue FD, El Dorado Hills FPD, Cameron Park FD, Wilton FD, Bureau of Indian Affairs, Sac Sheriff’s Office, CHP, Rancho Cordova Police, Folsom Police, PG&E, SMUD",-121.201927,38.520981,2020-06-17 08:11:00,2020-06-17,2020-06-12,84.14,70.65,56.0,46.15,0.0,0.0,8.32,1.58,29.98,64.14067077636719
1532,Walker Fire,2020-06-16 16:58:00,CAL FIRE Tuolumne-Calaveras Unit,Calaveras,"Walker Trail Road and Hogan Dam Road, North of Copperopolis",1455,"Cooperating Agencies: Calaveras County Sheriffs Office, Altaville-Melones Fire, Calaveras Conlsolidated Fire, Central Calaveras Fire, San Andreas Fire, Copperopolis Fire, Stanislaus County Fire, San Joaquin County Fire, Modesto Fire, Jackson Fire, Linden-Peters Fire, Manteca Fire, Amador Fire, Lathrop Fire, Liberty Fire, Yocha Dehe Fire, UC Davis Fire, West Sacramento Fire, Sacramento Metro Fire, Sacramento City Fire, Consumnes Fire, Folsom Fire, LA County Fire, CAL OES, CA Dept. of Corrections ",-120.72958,38.07741,2020-06-20 19:10:00,2020-06-20,2020-06-16,90.71,73.44,50.43,46.98,0.0,0.0,9.13,3.85,29.86,378.5606384277344
1533,Nelson Fire ,2020-06-17 12:54:12,CAL FIRE/Butte County Fire Department,Butte,"Nelson Ave and 16th St, Oroville",95,Butte County Sheriff's Office,-121.60037,39.52408,2020-06-17 19:20:00,2020-06-17,2020-06-17,88.86,73.39,58.86,49.8,0.0,0.0,8.69,2.03,29.85,62.45535278320312
1534,Liberty Fire,2020-06-17 15:49:46,CAL FIRE Amador-El Dorado Unit,San Joaquin,"Liberty Rd and Hwy 88, east of Galt",89,"Cooperating Agencies: Buena Vista Rancheria Fire Dept., Clements Rural Fire Protection District., Liberty Rural County Fire Protection District, U.S. Forest Service, CHP, San Joaquin Sheriff’s Office, PG&E",-121.20828,38.23432,2020-06-18 10:44:00,2020-06-18,2020-06-17,90.71,73.44,50.43,46.98,0.0,0.0,9.13,3.85,29.86,26.61586570739746
1537,Baker Fire,2020-06-17 20:22:58,Kern County Fire Department,Kern,"Bena Rd and Caliente Bodfish Rd, east of Bakersfield  ",165,Kern County Fire Department,-118.6894,35.27678,2020-06-18 19:17:00,2020-06-18,2020-06-17,90.57,78.26,64.71,44.16,0.0,0.0,6.41,1.19,29.38,495.1617126464844
1544,Quarter Fire,2020-06-21 11:33:36,USFS Stanislaus National Forest,Tuolumne,"Italian Bar Road and Grant Ridge Road, North of Twain Harte",10,Stanislaus National Forest ,-120.20316,38.082640000000005,2020-07-07 14:34:00,2020-07-07,2020-06-21,99.57,80.99,63.86,56.88,0.0,0.0,8.48,1.63,29.75,1148.366943359375
1551,R-2 Fire,2020-06-23 21:12:11,Bureau of Land Management Northern California District,Lassen,"Highway 395 and Smoke Creek Rod, Northeast of Susanville ",563,Bureau of Land Management Northern California District ,-120.28147,40.43203,2020-06-26 18:00:00,2020-06-26,2020-06-23,94.86,80.46,63.29,38.43,0.0,0.0,6.6,4.17,25.54,1378.295654296875
1553,58 Fire,2020-06-24 17:49:08,CAL FIRE Riverside County Fire ,Riverside,"Van Buren Street and Avenue 58, Thermal",12,CAL FIRE Riverside County Fire ,-115.96594,33.27665,2020-06-27 06:58:00,2020-06-27,2020-06-24,108.86,94.3,78.57,52.43,0.0,0.0,6.69,2.28,29.25,-26.35467720031738
1555,Bend Fire,2020-06-25 17:28:46,BLM California Central District,San Luis Obispo,"Belmont Trail and Bend Rd, California Valley ",263,BLM California Central District ,-119.88048,35.30742,2020-06-28 07:06:00,2020-06-28,2020-06-25,74.57,62.22,56.29,55.05,0.0,0.0,5.31,0.0,29.69,638.8652954101562
1558,Poeville Fire,2020-06-27 19:08:50,Unified Command: USFS and Truckee Meadows Fire Protection District,State of Nevada,Highway 395 Truckee Meadows ,2975,Humboldt-Toiyabe National Forest,-119.81098,39.32596,2020-07-06 14:36:00,2020-07-06,2020-06-27,109.57,94.88,81.71,42.66,0.0,0.0,5.64,0.83,28.98,1550.0439453125
1563,Flat Fire,2020-06-30 17:40:16,Shasta Trinity National Forest,Trinity,"Highway 299W and Mill Creek Road, Southeast of Burnt Ranch  ",62,Shasta Trinity National Forest,-123.437051,40.791509000000005,2020-07-24 15:25:00,2020-07-24,2020-06-30,67.14,58.24,50.29,48.53,0.0,0.0,7.63,3.8,29.78,338.0420837402344
1565,Rowher Fire,2020-07-01 16:43:16,Angeles National Forest ,Los Angeles,"Spring Canyon Road and Anthony Road, North of Santa Clarita ",648,Angeles National Forest ,-118.324601,34.542742,2020-07-05 10:43:00,2020-07-05,2020-07-01,80.29,69.24,61.29,53.63,0.0,0.0,6.31,0.33,29.08,870.6881103515625
1568,Mount R Fire,2020-07-03 16:29:04,USFS San Bernardino National Forest,San Bernardino,"Highway 330 and Old City Creek Road, Southwest of Running Springs",62,USFS San Bernardino c,-117.124353,34.182436,2020-07-06 13:27:00,2020-07-06,2020-07-03,89.0,69.93,62.43,51.93,0.0,0.0,4.74,0.06,28.69,1128.930908203125
1574,Crews Fire,2020-07-05 14:55:49,CAL FIRE Santa Clara Unit ,Santa Clara,"Crews Road and Oak Spring Circle, North of Gilroy",5513,"Cooperating Agencies: Morgan Hill OES/EOC, Santa Clara County Sheriff, CalTrans, California Highway Patrol, CAL OES, PG&E, CALTRANS, CDCR, South County Fire Protection District, County Parks, California State Parks, Santa Clara Department of Public Health, Santa Clara Office of Emergency Management, Santa Clara Road Department, California Fish and Wildlife.",-121.501532,37.034839,2020-07-13 19:06:00,2020-07-13,2020-07-05,84.14,69.48,57.57,50.87,0.0,0.0,6.96,0.35,29.89,197.5831909179688
1575,Soledad Fire,2020-07-05 17:18:35,Los Angeles County Fire Department and Angeles National Forest,Los Angeles,"Soledad Canyon Road and Agua Dulce Canyon Rd, South of Agua Dulce ",1525,USFS Angeles National Forest,-118.328877,34.467915000000005,2020-07-10 18:44:00,2020-07-10,2020-07-05,90.71,76.67,65.0,53.04,0.0,0.0,5.86,0.0,29.07,731.251220703125
1578,Mountain Meadow Fire ,2020-07-06 18:22:56,Cordelia Fire Protection District and Fairfield City Fire Department,Solano,"Mountain Meadows Drive and Cedar Creek Court, Southwest of Fairfield",75,Fairfield City Fire Department,-122.12447,38.21614,2020-07-09 11:50:00,2020-07-09,2020-07-06,75.86,64.76,56.29,52.72,0.0,0.0,9.26,0.08,29.96,4.244409084320068
1580,Nail Fire,2020-07-07 17:32:13,USFS Mendocino National Forest,Colusa,"Fouts Springs, Southwest of Stonyford",25,USFS Mendocino National Forest,-122.65813,39.35498,2020-07-09 15:20:00,2020-07-09,2020-07-07,93.0,70.32,50.14,47.57,0.0,0.0,5.65,0.65,29.76,508.8152160644531
1581,Tripp Fire ,2020-07-09 14:27:09,CAL FIRE / Riverside County Fire ,Riverside,"Cary Road and Tripp Flats Road, West of Anza ",10,CAL FIRE / Riverside County Fire ,-116.7464168,33.551838000000004,2020-07-09 07:44:00,2020-07-09,2020-07-09,111.86,96.78,78.86,43.56,0.0,0.0,6.31,3.26,29.29,1118.956909179688
